Medication_Name,Package_Size,Max_Retailer_Price,Max_Consumer_Price,Max_Consumer_VAT_Price,Year
ALPROX 0.25MG 30TAB,30.0,6.85,9.38,11.07,2014
ALPROX 0.50MG 30TAB,30.0,10.19,13.96,16.47,2014
ALPROX 1MG 30TAB,30.0,17.12,23.45,27.68,2014
AMARYL 1MG 30TAB,30.0,9.71,13.31,15.7,2014
AMARYL 2MG 30TAB,30.0,13.34,18.28,21.57,2014
AMARYL 3MG 30TAB,30.0,18.44,25.26,29.81,2014
AMARYL 4MG 30TAB,30.0,23.08,31.63,37.32,2014
AMBIEN CR 12.5MG 28TAB,28.0,,,,2014
AMBIEN CR 6.25MG 28TAB,28.0,,,,2014
AMEVIVE 15MG/0.5ML 1VIAL,1.0,,,,2014
AMEVIVE 15MG/0.5ML 4 VIAL,4.0,,,,2014
AMIODACORE 200MG 30TAB,30.0,19.49,26.7,31.5,2014
AMIODACORE INJECTION 150MG/3ML 6X3AMP,6.0,13.55,18.56,21.9,2014
AMLODIPINE PHARMASWISS 10 MG 20TAB,20.0,10.54,14.44,17.04,2014
AMLODIPINE PHARMASWISS 5 MG 20TAB,20.0,4.98,6.82,8.04,2014
AMLODIPINE TEVA 10MG 20TAB,20.0,10.54,14.44,17.04,2014
AMLODIPINE TEVA 5MG 20TAB,20.0,4.98,6.82,8.04,2014
AMLOW 10MG 20TAB,20.0,10.54,14.44,17.04,2014
AMLOW 5MG 20TAB,20.0,4.98,6.82,8.04,2014
AMOXICLAV TEVA 875MG 14TAB,14.0,26.06,35.71,42.13,2014
AMOXICLAV-TEVA 250 SUSP 100ML,100.0,16.1,22.06,26.03,2014
AMOXICLAV-TEVA 250MG 20TAB,20.0,19.98,27.37,32.3,2014
AMOXICLAV-TEVA 500 20TAB,20.0,24.93,34.16,40.31,2014
AMRIXAL 15MG 20 E.R.CAPS,20.0,,,,2014
AMRIXAL 30MG 20 E.R.CAPS,20.0,,,,2014
ANAFRANIL 25MG 30TAB,30.0,9.64,13.21,15.58,2014
ANAFRANIL SR 75MG 20TAB,20.0,21.41,29.33,34.61,2014
ANASTROL 1MG 30TAB,30.0,186.72,233.4,275.41,2014
ANASTROZOLE 1MG 30TAB,30.0,186.72,233.4,275.41,2014
ANASTROZOLE INOVAMED 1MG 30TAB,30.0,186.72,233.4,275.41,2014
ANDROCUR 10MG 15TAB,15.0,20.92,28.66,33.82,2014
ANDROCUR 50MG 50TAB,50.0,126.37,157.96,186.4,2014
ANDROGEL 25MG 30SACHX2.5G,30.0,108.69,135.86,160.32,2014
ANDROGEL 50MG 30SACHX5G,30.0,196.42,230.8,272.34,2014
ANDROXON 40MG 30CAP,30.0,33.3,45.62,53.83,2014
ANGELIQ 1X28TAB,28.0,64.79,87.15,102.83,2014
APIDRA 100 IU/ML CART 5X3ML,15.0,134.74,168.43,198.74,2014
APIDRA OPTISET/SOLOSTAR PREFILLED PEN 5X3ML,15.0,146.96,183.7,216.76,2014
APIDRA VIAL 1X10ML,10.0,79.96,107.54,126.9,2014
APO GO PEN 10MG/ML 5X3ML,5.0,569.24,668.86,789.25,2014
APO-GO 10MG/ML 5AMPX2ML,5.0,215.39,253.09,298.64,2014
APO-GO 10MG/ML 5AMPX5ML,5.0,379.92,446.41,526.77,2014
APOVENT SOL 20ML,20.0,23.78,32.58,38.44,2014
AQUADON 100MG 20TAB,20.0,,,,2014
AQUIMOD CREAM 5 % 12SACHET (0.25G),12.0,279.87,328.85,388.05,2014
ARAGEST 2.5MG 30TAB,30.0,10.43,14.29,16.87,2014
ARANESP 100MCG 4 PREFILLED SYR 0.5ML,4.0,3486.77,4096.95,4834.4,2014
ARANESP 100MCG PREFILLED PEN 1X0.5ML,1.0,874.99,1028.11,1213.17,2014
ARANESP 10MCG 4 PREFILLED SYR 0.4ML,4.0,356.24,418.58,493.92,2014
ARANESP 150MCG 4 PREFILLED SYR 0.3ML,4.0,5058.85,5944.15,7014.09,2014
ARANESP 150MCG PREFILLED PEN 1X0.3ML,1.0,1295.12,1521.77,1795.69,2014
ARANESP 20MCG 4 PREFILLED SYR 0.5ML,4.0,583.8,685.97,809.44,2014
ARANESP 20MCG PREFILLED PEN 1X0.5ML,1.0,165.83,207.28,244.6,2014
ARANESP 300MCG PREFILLED PEN 1X0.6ML,1.0,2538.1,2982.27,3519.08,2014
ARANESP 30MCG 4 PREFILLED SYR 0.3ML,4.0,1064.23,1250.47,1475.55,2014
ARANESP 40MCG 4 PREFILLED SYR 0.4ML,4.0,1473.95,1731.89,2043.63,2014
ARANESP 40MCG PREFILLED PEN 1X0.4ML,1.0,354.7,416.77,491.79,2014
ARANESP 500MCG PREFILLED PEN 1X1ML,1.0,4194.37,4928.39,5815.5,2014
ARANESP 50MCG 4 PREFILLED SYR 0.5ML,4.0,1842.44,2164.87,2554.54,2014
ARANESP 50MCG PREFILLED PEN 1X0.5ML,1.0,447.17,525.43,620.01,2014
ARANESP 60MCG 4 PREFILLED SYR 0.3ML,4.0,2116.58,2486.98,2934.63,2014
ARANESP 60MCG PREFILLED PEN 1X0.3ML,1.0,530.22,623.0,735.14,2014
ARANESP 80MCG 4 PREFILLED SYR 0.4ML,4.0,2818.28,3311.47,3907.54,2014
ARANESP 80MCG PREFILLED PEN 1X0.4ML,1.0,703.08,826.12,974.82,2014
ARAVA 100MG 3TAB,3.0,119.1,148.87,175.67,2014
ARAVA 10MG 30TAB,30.0,175.75,219.69,259.23,2014
ARAVA 20MG 30TAB,30.0,192.0,240.0,283.2,2014
ARCOXIA 120MG 7TAB,7.0,34.33,47.03,55.49,2014
ARCOXIA 30MG 28TAB,28.0,78.08,105.01,123.92,2014
ARCOXIA 60MG 10TAB,10.0,32.24,44.16,52.11,2014
ARCOXIA 90MG 10TAB,10.0,35.04,48.01,56.65,2014
AREDIA VIAL 90MG PWDR 10ML SOLV,1.0,494.57,581.12,685.72,2014
AREDIA VIALS 2X30MG + 2x10ML SOLV,2.0,403.32,473.91,559.21,2014
ARICEPT 10MG 28TAB,28.0,127.81,159.76,188.51,2014
ARICEPT 5MG 28TAB,28.0,107.59,134.48,158.69,2014
ARIMIDEX 1MG 28TAB,28.0,174.27,217.84,257.05,2014
ARIPLY 10MG 28TAB,28.0,467.46,549.27,648.14,2014
ARIPLY 15MG 28TAB,28.0,456.3,536.15,632.66,2014
ARIPLY 30MG 28TAB,28.0,720.59,846.69,999.1,2014
ARIPLY 5MG 28TAB,28.0,432.43,508.11,599.57,2014
ARIXTRA 10MG/0.8ML 10 PREFIL SYR,10.0,744.55,874.85,1032.32,2014
ARIXTRA 2.5MG/0.5ML 10 PREFIL SYR,10.0,341.2,400.91,473.08,2014
ARIXTRA 7.5MG/0.6ML 10 PREFIL.SYRINGE,10.0,744.55,874.85,1032.32,2014
AROMASIN 25MG 30TAB,30.0,277.15,325.65,384.27,2014
ART 50 50MG 30CAPS,30.0,28.55,39.11,46.16,2014
ARTHROTEC 50 20TAB,20.0,21.11,28.92,34.13,2014
ARTHROTEC 75 20TAB,20.0,26.98,36.97,43.62,2014
ARTHRYL 1500MG 30 SACHETS,30.0,38.76,52.13,61.51,2014
ARZERRA 1000MG/50ML 1X50ML VIAL,1.0,11413.56,13410.93,15824.89,2014
ARZERRA 100MG/5ML 3X5ML VIALS,3.0,3424.07,4023.28,4747.47,2014
ASACOL 400MG 100TAB,100.0,132.4,165.5,195.29,2014
ASACOL 800MG 60TAB,60.0,180.17,225.22,265.76,2014
ASENTA 10MG 28TAB,28.0,127.81,159.76,188.51,2014
ASENTA 5MG 28TAB,28.0,107.59,134.48,158.69,2014
ASSIVAL 10MG 30TAB,30.0,8.54,11.71,13.81,2014
ASSIVAL 10MG/2ML 5AMP,5.0,10.64,14.58,17.21,2014
ASSIVAL 2MG 30TAB,30.0,5.84,8.0,9.44,2014
ASSIVAL 5MG 30TAB,30.0,6.15,8.43,9.95,2014
ATACAND 16MG 28TAB,28.0,33.59,46.01,54.3,2014
ATACAND 8MG 28TAB,28.0,29.18,39.97,47.17,2014
ATACAND PLUS 28TAB,28.0,37.25,51.03,60.22,2014
ATORVASTATIN TEVA 10MG 30TAB,30.0,23.23,31.82,37.55,2014
ATORVASTATIN TEVA 20MG 30TAB,30.0,36.35,49.8,58.77,2014
ATORVASTATIN TEVA 40MG 30TAB,30.0,62.09,83.51,98.54,2014
ATORVASTATIN TEVA 80MG 30TAB,30.0,77.98,104.89,123.77,2014
ATOSIBAN 7.5MG/ML 0.9ML(6.75MG),1.0,115.41,144.27,170.24,2014
ATOSIBAN 7.5MG/ML 5ML (37.5MG),5.0,2002.49,2352.93,2776.46,2014
ATRIANCE 5MG/ML INJ 6X50ML VIALS,6.0,8876.82,10430.26,12307.71,2014
ATRIPLA 30TAB,30.0,3457.05,4062.03,4793.2,2014
ATROSPAN DRPS 1%10CC,10.0,13.6,18.63,21.99,2014
ATROVENT INHALER 20MCG 200DOSES,200.0,24.98,34.22,40.38,2014
ATZIRUT X  5MG 30TAB,30.0,15.85,21.71,25.62,2014
AUGMENTIN 1.2G 10VIALS,10.0,116.35,145.44,171.62,2014
AUGMENTIN 125MG 100ML,100.0,10.24,14.03,16.55,2014
AUGMENTIN 250MG 20TAB,20.0,19.98,27.37,32.3,2014
AUGMENTIN 250MG100ML,100.0,16.1,22.06,26.03,2014
AUGMENTIN 400MG SUSP 35ML,35.0,9.36,12.83,15.14,2014
AUGMENTIN 400MG SUSP 70ML,70.0,18.73,25.65,30.27,2014
AUGMENTIN 500MG 10VIALS,10.0,66.86,89.92,106.11,2014
AUGMENTIN 500MG 20TAB,20.0,24.93,34.16,40.31,2014
"AUGMENTIN B.I.D ""875""MG 14TAB",14.0,26.06,35.71,42.13,2014
AUGMENTIN ES 600MG-42.9MG/5ML 100ML,100.0,,,,2014
AVAMYS 27.5MCG/DOSE 120DOSES,120.0,38.04,51.16,60.37,2014
AVANDIA 4MG 28TAB,28.0,,,,2014
AVANDIA 8MG 28TAB,28.0,,,,2014
AVASTIN 100MG 25MG/ML VIAL 4ML,1.0,1516.66,1782.07,2102.85,2014
AVASTIN 400MG 25MG/ML VIAL 16ML,1.0,5831.18,6851.63,8084.93,2014
AVAXIM INJ SOL 1X0.5ML,1.0,95.82,119.78,141.34,2014
AVAZINC 220MG 50TAB,50.0,,,,2014
AVODART 0.5MG 30CAPS,30.0,121.89,152.36,179.78,2014
AVONEX 4X30MCG/ML SYRINGE,4.0,3553.91,4175.84,4927.49,2014
AVONEX SOLUTION FOR INJECTION 30MCG/0.5ML 4PEN,4.0,3791.29,4454.76,5256.62,2014
AZARGA 5ML,5.0,59.76,80.38,94.84,2014
AZENIL 200MG 15ML,15.0,17.34,23.76,28.03,2014
AZENIL 200MG 22.5ML,22.5,26.01,35.64,42.05,2014
AZENIL 250MG 6CAPSULES,6.0,21.44,29.38,34.67,2014
AZILECT 1MG 30TAB,30.0,437.96,514.6,607.23,2014
AZITHROMYCIN TEVA 200MG/5ML 15ML,15.0,17.34,23.76,28.03,2014
AZITHROMYCIN TEVA 200MG/5ML 22.5ML,22.5,26.01,35.64,42.05,2014
BACLOSAL 10MG 50TAB,50.0,17.22,23.59,27.84,2014
BACLOSAL 25MG 50TAB,50.0,31.27,42.84,50.55,2014
BACTROBAN 15GR OINT,15.0,21.35,29.25,34.51,2014
BACTROBAN NASAL 3GR,3.0,27.1,37.13,43.81,2014
BAMYXIN EYE OINT 3.5GR,3.5,,,,2014
BARACLUDE 0.5 MG 30 F.C. TABS,30.0,1958.87,2301.67,2715.97,2014
BARACLUDE 1 MG 30 F.C. TABS,30.0,2095.62,2462.35,2905.58,2014
BEDODEKA 1MG/ML 100AMPX1ML,100.0,240.16,282.19,332.98,2014
BEKUNIS 45 DRAGEES,45.0,,,,2014
BELARA 1X21TAB,21.0,32.18,44.08,52.02,2014
BELARA 3X21TAB,63.0,96.53,120.66,142.38,2014
BENAZEPRIL-TEVA 20MG 30TAB,30.0,70.52,94.85,111.93,2014
BENEFIX 1000IU/VIAL I.V 1 VIAL,1.0,3240.38,3807.45,4492.79,2014
BENEFIX 2000IU/VIAL I.V 1 VIAL,1.0,6465.26,7596.68,8964.08,2014
BENEFIX 250IU/VIAL I.V 1 VIAL,1.0,826.13,970.71,1145.43,2014
BENEFIX 500 IU/VIAL I.V 1 VIAL,1.0,1627.96,1912.86,2257.17,2014
BENLYSTA 1X120MG POWD FOR CONCENTRATE FOR INF VIAL 5ML,1.0,694.26,815.76,962.6,2014
BENLYSTA 1X400MG PWD FOR CONCENTRATE FOR INF VIAL 20ML,1.0,2269.58,2666.76,3146.78,2014
BENZAMYCIN GEL 23.3G,23.3,,,,2014
BERINERT 500U/VIAL POWDER FOR SOL FOR INJ/INF,1.0,2629.12,3089.21,3645.27,2014
BETACAP 0.1% 100ML,100.0,27.57,37.77,44.57,2014
BETACORTEN CREAM 15G,15.0,5.5,7.54,8.89,2014
BETACORTEN G CR 15GR,15.0,38.18,51.36,60.6,2014
BETACORTEN G OINT15G,15.0,38.18,51.36,60.6,2014
BETACORTEN OINT 15GR,15.0,5.23,7.17,8.45,2014
BETACORTEN TOPICAL SCALP  APPL SOL 30ML,30.0,8.27,11.33,13.37,2014
BETAFERON 0.3MG/VIAL 15VIAL+SYR,15.0,3426.26,4025.85,4750.51,2014
BETAHISTINE TEVA 16MG 30TAB,30.0,12.1,16.58,19.57,2014
BETAREN 100MG 10 S.R.TAB,10.0,7.78,10.65,12.57,2014
BETAREN 100MG 20 S.R.TAB,20.0,15.55,21.31,25.14,2014
BETISTINE 16MG 30TAB,30.0,12.1,16.58,19.57,2014
BETNESOL 0.50MG 30TAB,30.0,9.2,12.6,14.87,2014
BETNOVATE CREAM 15G,15.0,5.5,7.54,8.89,2014
BETNOVATE OINT 15G,15.0,5.23,7.17,8.45,2014
BETNOVATE TOPICAL SCALP APPL SOL 30ML,30.0,8.27,11.33,13.37,2014
BETOPTIC S 5ML 0.25%,5.0,18.04,24.72,29.17,2014
BEZAFIBRATE 400MG 30 SR TAB,30.0,26.21,35.91,42.38,2014
BICALUTAMIDE TEVA 150MG 30TAB,30.0,428.12,503.04,593.59,2014
BICALUTAMIDE TEVA 50MG 30TAB,30.0,184.61,230.76,272.3,2014
BICAMIDE 150MG 30F.C TAB,30.0,428.12,503.04,593.59,2014
BICIDE CREAM 50ML,50.0,,,,2014
BIFONAZOLE CREAM 1% 15GR,15.0,18.97,26.0,30.67,2014
BIO TROPIN 10MG VIAL,1.0,1240.54,1457.64,1720.02,2014
BIODROXIL 125MG/5ML SUSP 60 ML,60.0,7.29,9.99,11.79,2014
BIODROXIL 250MG/5ML SUSP 60 ML,60.0,11.14,15.26,18.01,2014
BIODROXIL 500 MG 12 CAPSULES,12.0,15.92,21.81,25.74,2014
BIO-TROPIN 4MG (12 IU) VIAL,1.0,498.13,585.3,690.66,2014
BLASTOVIN 1VIAL 10MG/10ML,1.0,46.9,63.09,74.44,2014
BLEOMYCIN PFI 15000 IU/VIAL 10 VIALS,10.0,1082.48,1271.91,1500.85,2014
BLEPHAMIDE LIQUIFILM 5CC,5.0,,,,2014
BONDORMIN 0.25MG 10TAB,10.0,9.64,13.21,15.59,2014
BONEFOS 800MG 30TAB,30.0,374.9,440.51,519.8,2014
BONSERIN 30MG 20TAB,20.0,12.83,17.57,20.73,2014
BOOSTRIX POLIO (IPV) SYR. PREFILLED 0.5ML,1.0,99.86,124.82,147.29,2014
BOOSTRIX SUSP FOR INJ PREFIL SYR 0.5ML,1.0,64.75,87.08,102.76,2014
BOTOX 100 1VIAL,1.0,903.42,1061.52,1252.59,2014
BOTOX 200 U/VIAL,1.0,3061.16,3596.86,4244.3,2014
BOTOX 50 UNITS VIAL 5ML,1.0,489.37,575.01,678.52,2014
BRAVELLE 75IU 10AMP,10.0,751.15,882.6,1041.47,2014
BREXIN 20MG 10 SACHETS WATER SOLUBLE POWDER,10.0,15.42,21.12,24.92,2014
BREXIN 20MG 20 SACHETS WATER SOLUBLE POWDER,20.0,30.84,42.25,49.85,2014
BREXIN 20MG 20TAB,20.0,25.48,34.91,41.2,2014
BRICALIN RESP 15ML,15.0,,,,2014
BRICALIN TURBUHALER 200DOSES,200.0,32.18,44.09,52.02,2014
BRIDION 10X2ML VIALS,10.0,3604.91,4235.77,4998.2,2014
BRIDION 10X5ML VIALS,10.0,9144.0,10744.2,12678.15,2014
BRILINTA 90MG 168 TAB,168.0,875.11,1028.26,1213.34,2014
BRILINTA 90MG 56TAB,56.0,291.7,342.75,404.45,2014
BRIMONIDINE TEVA 0.15% OPHT. SOL 5ML,5.0,,,,2014
BRONCHOLATE FRTE NEW FORM. SYR 120ML,120.0,,,,2014
BROTIZOLAM-TEVA 0.25MG 10TAB,10.0,9.64,13.21,15.59,2014
BUDESON 3MG 100CAPS,100.0,358.76,421.54,497.42,2014
BUDESONIDE STERINEBS TEVA 0.5MG/2ML 20UNITS,20.0,91.92,123.63,145.88,2014
BUDESONIDE STERINEBS TEVA 1MG/2ML 20UNITS,20.0,140.2,175.24,206.79,2014
BUDICORT RESP1MG/2ML 20UNITS,20.0,140.2,175.24,206.79,2014
BUDICORT RESPULES 0.5MG/2ML 20UNITS,20.0,91.92,123.63,145.88,2014
BUDICORT TURBUHALER 100MCG/DOSE 200 DOSES,200.0,59.24,79.68,94.02,2014
BUDICORT TURBUHALER 200MCG/DOSE 100DOSES,100.0,54.85,73.77,87.05,2014
BUTRANS  20MG 2PATCHES,2.0,233.25,274.07,323.4,2014
BUTRANS 10MG 2PATCHES,2.0,132.95,166.19,196.11,2014
BUTRANS 5MG 2PATCHES,2.0,72.28,97.21,114.71,2014
BYDUREON 2 MG 4 PREFILLED SYRINGE,4.0,477.0,560.47,661.35,2014
BYETTA 10MCG 2.4ML,1.0,425.66,500.15,590.18,2014
BYETTA 5MCG 1.2ML,1.0,408.12,479.54,565.85,2014
CABASER 1MG 20TAB,20.0,45.85,61.67,72.77,2014
CABASER 2MG 20TAB,20.0,91.69,123.33,145.52,2014
CABOTRIM 0.5MG 2TAB,2.0,37.53,51.41,60.66,2014
CABOTRIM 0.5MG 8TAB,8.0,150.1,187.63,221.4,2014
"CABOTRIM 1MG 30TAB
CABOTRIM 1MG 30TAB",30.0,68.78,92.5,109.15,2014
CABOTRIM 2MG 30TAB,30.0,137.54,171.92,202.87,2014
CADEX 1MG 30TAB,30.0,15.27,20.92,24.68,2014
CADEX 2MG 30CAPL,30.0,11.72,16.06,18.95,2014
CADEX 4MG 30CAPL,30.0,19.79,27.11,31.99,2014
CAELYX 2MG/ML 25ML,1.0,3382.61,3974.57,4689.99,2014
CAELYX 2MG/ML VIAL 10ML,1.0,1922.23,2258.62,2665.17,2014
CALCILESS 200TAB,200.0,,,,2014
CAMPTO 100MG/5ML IV SOL FOR INF,1.0,415.99,488.79,576.77,2014
CAMPTO 300MG IV SOL FOR INF,1.0,1235.69,1451.94,1713.29,2014
CAMPTO 40MG/2ML IV SOL FOR INF,1.0,170.93,213.66,252.12,2014
"CANDESARTAN PLUS TEVA TABLETS 16MG/12.5MG, 30TAB",30.0,39.91,53.68,63.34,2014
CANDOR 16MG 28TAB,28.0,33.59,46.01,54.3,2014
CANDOR 8MG 28TAB,28.0,29.18,39.97,47.17,2014
CAPRELSA 100 MG 30TAB,30.0,8237.47,9679.02,11421.25,2014
CARBAGLU 200MG 5 DISP.TAB,5.0,1667.21,1958.97,2311.58,2014
CARBAGLU 200MG 60 DISP.TAB,60.0,20006.48,23507.61,27738.98,2014
CARDILOC 1.25MG 30 F.C.TAB,30.0,30.65,41.99,49.55,2014
CARDILOC 10MG 30TAB,30.0,14.18,19.43,22.93,2014
CARDILOC 2.5MG 30TAB,30.0,14.38,19.7,23.25,2014
CARDILOC 5MG 30TAB,30.0,9.4,12.88,15.2,2014
CARDIOXANE 500MG VIAL PWDR FOR INFUS,1.0,486.76,571.95,674.9,2014
CARDORAL 1MG 30TAB,30.0,15.27,20.92,24.68,2014
CARDORAL 2MG 30TAB,30.0,11.72,16.06,18.95,2014
